Age,Training_Hours_Per_Week,Performance_Score,Gender,Calories_Required,Height,Weight,Training_Complexity_Range
37,30,7,Female,3157,161,92,High
26,26,5,Male,1982,180,64,Medium
33,14,5,Male,3012,175,68,High
24,30,9,Male,2491,169,91,Medium
20,29,4,Male,2436,187,58,Medium
33,26,1,Female,1571,171,83,High
43,5,7,Male,2508,178,84,Medium
32,25,7,Male,3061,158,65,Medium
30,16,1,Male,1507,179,73,Low
23,8,2,Male,2513,185,73,Medium
37,6,9,Male,3064,153,89,Low
18,21,1,Female,2552,167,99,Medium
29,6,8,Female,2990,181,82,Medium
22,22,7,Female,3086,164,51,High
24,30,6,Male,2174,172,91,High
27,12,2,Male,3382,153,53,Low
37,15,6,Male,2261,170,72,Low
28,22,4,Male,2126,171,58,Low
27,6,9,Male,2375,170,95,Medium
28,20,7,Male,2992,166,69,Low
28,9,3,Female,3067,154,65,High
40,9,3,Female,2504,152,73,Low
23,22,9,Male,2480,168,55,Low
22,20,9,Male,2289,154,76,Low
39,24,8,Female,2142,174,77,High
25,20,7,Male,1564,159,90,Medium
39,9,4,Female,2003,184,99,Low
19,12,3,Male,1835,175,53,Low
25,16,2,Female,2952,159,89,Medium
22,21,9,Female,1826,182,52,High
32,6,2,Male,3399,160,51,Low
44,16,6,Male,2473,154,62,Medium
34,13,2,Female,2973,164,88,Medium
18,6,4,Male,2933,161,62,High
21,14,7,Female,1695,162,77,Medium
20,6,3,Female,1649,165,55,Medium
44,15,5,Female,2107,167,97,High
24,29,10,Female,1996,189,62,High
23,17,8,Male,2973,187,81,Medium
23,22,2,Male,1955,169,86,Medium
34,9,6,Female,1629,168,75,High
38,20,5,Male,2511,179,92,High
26,17,7,Male,2671,167,91,Low
41,30,5,Male,1875,182,84,Medium
35,29,8,Female,2898,186,82,Low
42,11,6,Female,3394,177,56,High
39,9,4,Female,2581,180,50,Medium
31,11,5,Male,2100,183,75,Low
26,14,5,Male,2710,161,59,Low
31,16,6,Female,1532,163,92,Medium
38,22,3,Male,1569,187,86,High
38,23,6,Male,3109,161,79,Medium
43,27,5,Female,2296,189,67,High
44,24,3,Female,3305,174,71,High
29,21,8,Male,2016,181,96,High
30,7,8,Male,3450,178,60,Medium
36,21,9,Male,3447,154,88,Medium
21,8,7,Female,2043,159,97,Low
34,18,2,Female,2763,179,89,Medium
23,6,5,Female,1758,179,92,High
45,29,1,Male,3460,175,54,High
20,13,8,Female,2879,186,60,Medium
32,21,8,Male,2721,165,95,Medium
30,22,7,Female,1658,182,62,Low
30,9,1,Male,3198,152,60,Low
45,19,2,Female,2889,180,62,Medium
41,29,4,Male,2456,184,95,High
28,15,4,Male,1796,186,51,Low
44,7,1,Male,2318,152,69,Low
43,7,9,Male,1965,183,89,Medium
42,13,5,Male,3458,169,58,High
42,30,7,Female,1536,166,92,Low
33,14,2,Female,2326,154,85,Low
25,26,3,Male,1660,153,82,High
18,27,10,Female,2379,182,68,Medium
27,10,1,Female,2424,185,79,Low
35,26,9,Female,2865,173,100,Medium
27,11,9,Female,2594,171,72,Low
36,15,4,Female,2220,167,76,High
29,15,3,Female,1581,184,55,Medium
22,22,4,Female,3355,175,63,Medium
37,26,6,Male,3381,179,70,Medium
34,10,3,Male,1936,166,89,Low
25,28,8,Female,2010,164,83,Low
26,24,3,Female,1872,189,99,Low
29,18,2,Male,2232,169,77,Medium
40,25,8,Male,2895,170,84,High
35,15,3,Female,2421,186,80,Medium
38,12,2,Male,3111,154,97,Low
40,16,1,Male,3073,154,96,Medium
43,17,5,Female,2420,177,80,High
31,24,6,Female,3462,176,60,High
37,8,9,Male,3137,188,85,Low
38,6,9,Male,1961,182,66,Medium
20,15,5,Male,2921,166,54,Medium
45,21,3,Female,1556,187,84,Medium
37,25,7,Female,2274,163,91,Low
18,27,3,Male,1858,180,70,Low
42,13,5,Female,1894,178,68,High
25,14,7,Female,2838,160,63,Low
32,22,3,Female,1788,174,87,Low
45,17,2,Male,1612,169,65,High
32,14,4,Female,1723,156,58,Medium
18,15,6,Female,1733,173,65,High
21,11,2,Female,2088,157,85,Low
18,8,2,Female,2224,181,92,High
27,14,6,Male,3363,190,58,Low
31,17,2,Male,2611,168,89,Medium
33,19,5,Male,2906,171,80,Medium
23,8,3,Male,2538,173,91,Medium
26,30,8,Female,2979,164,69,Low
30,25,7,Male,2313,175,66,Medium
27,6,2,Male,2084,159,84,High
22,11,4,Male,2027,174,99,Low
31,21,8,Male,1955,152,53,Low
42,6,9,Male,3175,184,59,Medium
24,15,7,Male,1804,170,50,High
22,28,2,Male,2953,160,90,Medium
27,11,6,Male,1685,186,80,High
36,17,7,Male,2838,165,88,Medium
42,17,7,Male,2385,173,72,High
40,6,2,Male,1837,189,79,Low
23,21,3,Male,2811,182,97,Low
35,21,5,Male,1556,189,69,Low
27,7,10,Female,3238,151,54,High
35,24,2,Female,2987,182,72,Medium
23,21,6,Male,3072,174,55,Medium
25,22,7,Female,2914,163,95,High
43,15,2,Male,1500,155,59,Low
22,19,5,Male,1508,165,58,Low
27,27,4,Male,1848,171,69,Low
40,13,1,Female,2054,156,62,High
19,8,5,Male,2965,173,61,Medium
43,16,1,Female,3182,159,80,High
22,24,5,Female,3445,157,99,Medium
35,29,10,Female,2793,167,100,Medium
44,30,10,Female,2212,179,59,Low
19,23,8,Female,2221,151,70,Low
42,22,3,Female,2004,150,62,Low
34,11,6,Female,1881,188,52,Medium
22,21,1,Male,2225,187,66,High
29,27,8,Female,1576,158,60,Medium
44,14,6,Male,3223,175,52,Medium
38,29,7,Male,3403,188,89,Medium
20,30,6,Female,2365,176,72,High
44,10,5,Male,2964,172,76,Low
38,26,1,Male,3321,158,59,Medium
44,6,8,Male,3251,151,79,Low
33,21,7,Female,3020,161,71,High
42,15,5,Female,3068,180,98,Medium
18,7,10,Female,2137,171,94,Low
19,29,4,Male,2095,185,63,Medium
20,24,3,Female,1584,166,88,High
39,27,6,Male,3438,174,91,High
29,25,7,Female,3404,178,78,High
21,18,6,Male,2628,167,69,Low
28,17,6,Female,2837,172,54,High
42,26,7,Female,1948,165,80,High
45,25,4,Female,2867,177,51,Low
33,12,8,Female,2366,180,96,Low
19,29,9,Male,1729,150,64,Medium
25,15,2,Male,2125,174,93,Medium
41,27,5,Male,2603,173,78,Low
32,13,2,Male,2569,180,82,Medium
25,23,6,Female,2984,167,51,Low
41,22,3,Male,1791,168,63,Low
22,10,9,Female,3110,161,79,Medium
25,12,9,Female,2286,154,57,High
19,17,6,Female,3324,165,59,Low
22,14,8,Female,2899,172,62,Medium
35,24,5,Male,2403,188,74,Medium
31,14,4,Male,2648,169,82,High
38,30,5,Female,2390,176,69,Medium
27,30,5,Female,3403,179,60,Low
27,24,6,Female,1586,166,81,Low
38,5,5,Female,2660,187,54,Medium
25,30,10,Male,2403,177,53,High
44,16,6,Female,1681,160,89,High
22,22,6,Female,2582,157,96,Low
23,15,2,Male,2228,167,61,Medium
38,19,10,Male,3085,183,62,Medium
22,26,4,Male,1842,186,75,High
22,12,2,Female,2509,172,65,High
29,11,2,Female,2763,158,55,Medium
23,22,10,Female,1798,158,54,Low
37,9,2,Male,2901,168,72,Medium
44,29,6,Male,2965,173,51,Low
19,13,2,Female,2857,167,61,Medium
28,5,6,Female,2796,173,51,High
33,7,10,Female,1675,173,80,Low
22,9,7,Male,1612,168,76,Low
38,21,3,Male,2848,172,88,High
33,27,4,Male,1755,156,95,Medium
38,25,8,Female,1795,164,66,High
24,13,5,Female,2516,189,53,Medium
31,20,10,Female,1749,152,94,Medium
26,12,4,Male,1702,187,81,Low
28,23,4,Female,3227,159,90,Medium
39,16,2,Female,2196,174,74,Medium
34,27,2,Female,2865,175,95,Medium
44,15,6,Female,1952,183,91,Medium
25,19,4,Female,2404,184,67,High
43,20,9,Male,2285,151,52,Low
37,9,6,Male,2966,160,85,High
27,27,3,Female,3359,151,68,Medium
30,15,5,Male,3206,164,57,Low
25,12,9,Female,2208,169,64,Medium
34,18,2,Female,2022,163,51,High
34,26,6,Male,2275,164,55,Medium
44,25,8,Male,2904,153,90,High
33,20,6,Female,1531,177,73,Low
43,9,2,Female,2324,185,65,High
19,12,3,Male,2594,174,55,Low
39,9,6,Male,3316,187,68,Medium
29,24,2,Female,3488,156,79,Medium
27,7,5,Male,2973,169,74,Medium
35,8,3,Female,2209,159,71,High
36,13,8,Female,2433,178,100,Low
31,24,7,Male,2500,160,98,High
37,21,4,Male,2737,185,64,High
20,6,10,Male,2733,185,98,Low
26,26,4,Female,2299,171,77,Low
23,8,10,Female,3297,170,81,Medium
36,6,4,Male,2277,180,83,Low
33,24,6,Female,2679,183,61,High
36,12,5,Female,3175,166,75,High
32,22,9,Male,2266,189,58,Low
32,23,5,Female,2639,162,96,High
40,23,9,Male,2896,166,60,Medium
27,25,5,Male,1903,151,53,High
41,19,7,Male,2922,171,96,Low
39,7,8,Male,2778,168,60,Low
42,11,4,Female,1932,172,94,Low
23,25,2,Male,1704,184,51,Medium
20,15,5,Female,3097,167,82,High
32,27,3,Female,3325,182,53,Low
34,13,1,Male,1684,162,58,Medium
26,16,3,Male,2879,156,74,Medium
26,20,2,Female,2978,163,75,Medium
19,29,1,Female,2286,171,71,Low
28,9,3,Female,2985,158,91,Medium
38,16,2,Male,3029,151,73,High
30,14,1,Female,2270,160,57,Medium
37,22,5,Male,3131,170,96,Low
33,24,3,Male,2551,185,93,High
29,24,9,Female,3276,174,69,Low
25,30,4,Male,3322,170,62,Medium
23,16,7,Male,3430,184,91,Low
41,7,10,Male,2489,188,81,Medium
24,8,8,Male,1680,160,70,Low
18,23,4,Male,3196,159,59,High
36,29,6,Male,2770,156,54,High
24,15,3,Female,2169,187,86,Low
24,25,8,Female,1804,163,69,Medium
26,10,5,Female,2700,170,62,Medium
20,15,9,Male,2378,157,74,Medium
44,21,4,Male,2644,164,96,Medium
28,19,7,Male,1696,161,88,Medium
25,14,4,Male,1568,167,67,Medium
29,22,2,Female,3093,174,95,High
38,27,6,Male,1687,157,53,High
35,29,9,Female,2844,189,62,High
21,14,6,Female,2980,175,72,Low
19,22,8,Male,2467,151,75,High
26,16,1,Female,2772,170,98,Medium
21,10,2,Female,3086,182,52,Medium
39,13,5,Female,2004,167,62,Medium
27,24,3,Female,2603,160,66,Low
19,8,10,Female,2496,151,92,High
32,19,10,Female,2735,157,56,High
31,19,2,Female,2677,171,50,Medium
19,13,8,Female,1944,170,58,Low
44,11,4,Male,1767,152,73,High
24,23,8,Male,1708,173,70,Low
33,12,7,Male,1638,187,80,Medium
31,8,9,Male,3157,188,86,Medium
40,13,10,Male,2314,176,82,High
38,13,8,Female,2969,177,62,Low
35,17,5,Male,1698,187,93,Low
45,25,10,Female,2832,163,67,Low
31,20,9,Female,2612,186,61,Low
37,6,3,Female,2359,165,82,Medium
31,25,8,Male,1671,156,58,Low
42,27,2,Female,1812,150,91,High
38,6,9,Male,3321,169,99,Low
19,22,4,Male,3023,167,79,High
43,17,2,Female,2274,157,91,Medium
34,29,9,Female,2087,150,50,Medium
25,10,9,Female,3454,156,95,Low
27,24,10,Female,2801,180,82,Low
35,14,1,Male,2360,171,81,High
28,19,3,Female,2407,176,73,High
44,12,9,Male,2054,155,93,High
19,20,8,Female,2572,165,99,Low
40,23,6,Female,3221,155,61,Low
28,21,6,Female,3403,188,64,Low
18,8,5,Female,3458,179,95,Low
34,11,2,Female,2998,179,75,Low
24,20,1,Male,2351,157,61,Low
20,29,8,Male,2406,152,96,Medium
30,16,9,Female,1586,185,81,High
27,9,7,Male,2262,154,95,Low
29,20,6,Female,2582,176,84,Low
34,28,7,Male,2538,172,57,High
29,28,9,Male,1909,174,58,Medium
35,8,4,Male,2605,166,58,High
25,6,4,Female,2789,158,90,Low
27,29,9,Female,2245,183,90,Medium
36,16,3,Male,2683,166,70,Medium
21,9,9,Male,1564,184,63,High
42,15,6,Male,2437,184,92,Low
19,23,3,Female,2225,180,55,High
41,9,5,Male,2169,159,90,Medium
40,5,4,Female,3451,150,92,High
24,25,6,Male,3313,187,95,High
22,10,9,Female,2535,155,81,High
32,28,7,Male,3321,164,64,Medium
26,9,9,Male,2965,151,68,High
22,7,2,Female,1738,171,67,Low
43,13,1,Male,3007,163,88,Low
42,8,4,Female,2646,172,96,Medium
40,29,7,Female,3357,151,93,Medium
42,29,9,Female,1537,183,77,Medium
21,23,2,Female,2608,172,75,Medium
18,20,1,Male,1624,157,64,Low
38,16,5,Female,2891,161,84,Medium
33,9,9,Male,2706,171,70,Low
18,24,10,Male,2533,177,71,Medium
41,21,5,Male,1544,190,92,Low
33,20,5,Male,3402,157,70,Low
38,20,2,Male,2829,187,93,Low
20,8,3,Male,1683,153,79,Low
33,12,1,Male,3222,157,89,Medium
30,25,8,Male,2956,153,79,High
30,14,3,Female,3031,158,83,Low
27,19,9,Male,3008,173,51,Low
45,23,2,Male,3188,174,89,High
33,23,10,Male,1788,181,66,High
41,24,7,Female,1608,166,66,High
38,27,7,Female,2408,166,56,Medium
45,6,10,Male,2312,157,68,Low
18,19,9,Female,3208,152,81,Medium
44,11,10,Male,1779,178,52,Low
36,14,4,Female,2818,179,98,High
37,7,8,Female,3384,168,84,Low
19,18,6,Male,1732,168,72,High
21,17,5,Male,1818,180,62,Medium
34,6,5,Female,2510,171,82,Medium
23,11,5,Female,2683,173,78,High
18,16,10,Male,2217,166,64,Low
35,6,4,Male,3369,180,98,Low
19,5,1,Female,2609,181,57,Low
36,18,9,Male,1693,161,62,Medium
40,21,2,Female,3052,164,75,High
31,24,2,Male,2363,187,90,Medium
31,25,7,Female,2524,175,58,Medium
26,22,7,Male,3171,160,81,Medium
23,6,2,Male,2099,160,82,Medium
44,30,3,Female,2086,164,55,Medium
25,20,3,Female,1710,186,77,Medium
24,5,7,Male,3384,154,72,Medium
30,26,4,Male,2169,185,55,Medium
44,6,4,Male,2481,171,71,Medium
45,22,8,Male,1722,182,78,Low
19,24,3,Male,1520,166,89,High
40,20,1,Female,2923,154,95,Low
24,25,4,Male,1560,179,57,High
43,18,7,Male,1988,178,56,Medium
33,26,6,Female,2733,159,91,High
42,24,8,Female,2888,186,80,Low
25,11,5,Female,3377,179,82,Medium
37,15,3,Male,1832,173,73,High
45,23,7,Male,2307,181,94,High
18,24,6,Female,1958,155,73,High
21,23,6,Female,3115,159,70,High
44,20,6,Female,2148,170,76,High
37,29,1,Male,2639,173,58,Medium
44,6,7,Male,2858,189,85,Medium
21,29,9,Female,2632,170,84,High
23,16,4,Male,1694,171,98,High
43,15,5,Male,3364,188,50,Low
33,24,8,Female,2817,183,81,Medium
39,29,6,Male,3095,173,83,Low
36,20,5,Female,2062,164,86,High
43,21,4,Female,2023,163,80,High
30,23,7,Male,2617,177,73,Medium
39,26,6,Male,3083,172,73,Medium
18,11,4,Female,1662,161,55,Medium
27,8,7,Female,2658,151,53,Medium
23,9,3,Female,2671,153,79,Low
34,15,7,Female,2054,155,56,Low
38,25,2,Female,2561,156,67,Low
32,27,3,Female,2893,162,95,Low
20,20,9,Male,2009,160,66,High
26,11,5,Female,3103,157,80,Low
33,26,4,Female,2459,188,71,Medium
20,18,2,Male,2554,161,81,Low
38,14,1,Female,2164,190,73,High
42,15,3,Female,2566,179,54,High
45,23,8,Female,2546,183,86,Medium
20,23,2,Female,2738,150,81,High
30,13,2,Female,2954,154,57,Medium
42,8,1,Female,2665,185,79,Medium
30,26,4,Male,1888,180,71,Low
26,7,8,Female,1664,170,90,Low
39,12,5,Male,1544,178,91,Medium
19,26,3,Female,3189,151,95,Medium
18,12,3,Male,2327,161,99,Medium
23,28,2,Male,3428,175,75,Low
33,21,9,Male,2611,151,87,Medium
34,17,8,Male,2900,156,87,Medium
29,7,9,Female,3209,151,100,Medium
36,24,5,Male,2838,177,52,Medium
33,17,10,Male,1860,172,51,Medium
29,21,2,Male,2699,182,70,Medium
42,24,8,Male,1861,166,64,High
37,12,2,Female,2432,150,63,Medium
27,23,9,Male,3045,161,74,High
36,14,10,Male,1600,183,85,High
27,17,5,Male,3468,184,67,Low
42,27,5,Male,1796,175,64,Low
31,9,4,Female,1563,180,68,Medium
23,14,7,Female,2407,154,79,High
30,13,10,Male,2322,162,89,High
30,23,9,Male,3139,181,65,Medium
30,9,6,Female,3164,181,64,High
32,18,7,Female,2306,162,55,High
21,14,4,Male,3460,161,51,High
43,26,2,Male,3048,165,65,Medium
34,26,9,Male,2339,173,62,Medium
27,13,7,Female,2311,183,56,High
21,16,1,Female,2486,170,62,Medium
34,21,3,Female,3225,185,87,Low
23,10,8,Male,2147,159,72,Low
27,12,2,Male,2168,162,56,Medium
39,22,10,Male,1775,188,59,High
33,21,6,Female,1901,188,85,Medium
28,19,7,Female,2758,184,60,Low
34,8,4,Female,3032,160,75,Low
45,21,7,Female,2470,156,63,High
